"VOG.number"	"Host.Domain"	"Number.of.Proteins"	"Number.of.Genomes"	"Number.of.Known.Virus.Families"	"Number.of.Known.Virus.Genera"	"Proteins.Annotations"	"Mapping.to.POGs.2013"	"Short.Annotations"	"FreqVir"	"FreqHost"	"Viral Quotient"
"4248"	"VOG4730"	"Bacteria"	55	55	2	3	"flavodoxin [n=7]; NrdI [n=6]; ribonucleotide reduction protein [n=5]; hypothetical protein [n=5]; ribonucleotide reductase stimulatory protein [n=4]; putative ribonucleotide reductase stimulatory protein [n=4]; No annotation provided [n=3]; putative NrdI protein [n=3]; ribonucleotide reduction protein NrdI [n=2]; putative NrdI-like protein [n=1]; NrdI flavodoxin-like protein [n=1]; ribonucleotide reductase flavodoxin [n=1]; putative ribonucleotide reductase class Ib, NrdI [n=1]; flavoprotein NrdI [n=1]; putative ribonucleotide reductase [n=1]; flavoprotein [n=1]; ribonucleotide reductase stimulatory protein class Ib [n=1]; gp126 [n=1]; gp58 [n=1]; gp6 [n=1]; gp245 [n=1]; ribonucleotide reductase-like protein [n=1]; ORF099 [n=1]; gp81 [n=1]; gp124 [n=1]; "	"Partial mapping to: POG0087"	NA	0.0221774194	0.4179194227	0.0503921347
"4249"	"VOG4731"	"Bacteria"	54	54	3	12	"hypothetical protein [n=47]; N4 gp48-like protein [n=2]; No annotation provided [n=2]; gp048 [n=1]; hypothetical protein similar to phage protein (N4 Gp49/phage Sf6 gene 66) family [n=1]; gp1.3 [n=1]; "	"Partial mapping to: POG2407"	NA	0.0245295699	0.0072158749	0.7726957374
"4250"	"VOG4732"	"Bacteria"	53	53	4	5	"hypothetical protein [n=31]; gp38 [n=4]; No annotation provided [n=3]; ASC-1-like protein [n=3]; RNA-binding protein [n=2]; DUF3850 domain-containing protein [n=2]; putative RNA-binding protein [n=1]; ASC-1-like domain protein [n=1]; unknown product [n=1]; gp91 [n=1]; translation regulation protein [n=1]; activating signal cointegrator-like protein [n=1]; ASCH domain protein [n=1]; gp69 [n=1]; "	"Partial mapping to: POG0153"	NA	0.0191532258	0.0094207256	0.670303716
"4251"	"VOG4733"	"Bacteria"	53	53	3	4	"DNA methylase [n=16]; hypothetical protein [n=6]; gp77 [n=4]; gp79 [n=3]; gp78 [n=2]; gp76 [n=2]; No annotation provided [n=2]; gp91 [n=1]; gp83 [n=1]; gp82 [n=1]; gp73 [n=1]; gp72 [n=1]; gp74 [n=1]; gp90 [n=1]; methyltransferase [n=1]; gp80 [n=1]; gp75 [n=1]; gp86 [n=1]; DNA methyltransferase domain protein [n=1]; "	"Partial mapping to: POG2058"	NA	0.0181451613	0.0016035278	0.9188033314
"4252"	"VOG4734"	"Bacteria"	52	52	1	2	"hypothetical protein [n=40]; gp61.1 conserved hypothetical protein [n=7]; major capsid protein [n=2]; gp61.1 hypothetical protein [n=1]; No annotation provided [n=1]; gp61.1 [n=1]; "	"Partial mapping to: POG1679"	"capsid"	0.0184811828	0	1
"4253"	"VOG4735"	"Bacteria"	51	50	3	4	"tail protein [n=27]; hypothetical protein [n=11]; No annotation provided [n=3]; tail assembly chaperone [n=2]; phage tail protein [n=1]; putative phage-tail protein [n=1]; gp13 [n=1]; phage minor tail [n=1]; gp14 [n=1]; "	"Partial mapping to: POG0964"	"tail protein"	0.0191532258	0.0026057326	0.8802455264
"4254"	"VOG4736"	"Bacteria"	51	51	2	2	"tail protein [n=7]; tail protein U [n=7]; hypothetical protein [n=7]; tail assembly protein [n=3]; gpU [n=3]; putative tail protein [n=2]; phage tail protein U [n=2]; gp11 [n=1]; P2 gpU-like tail protein [n=1]; ORF44 [n=1]; gp16 [n=1]; gp28, fels-2 prophage protein [n=1]; gp14 [n=1]; phage tail formation protein U [n=1]; gp25, fels-2 prophage protein [n=1]; putative tail protein GpU [n=1]; gp26 protein [n=1]; phage tail protein [n=1]; GpU-like protein [n=1]; bacteriophage gpU [n=1]; gp25 [n=1]; F protein [n=1]; putative phage tail protein [n=1]; phage P2 GpU family protein [n=1]; tail terminator [n=1]; phage protein U-like [n=1]; tape measure [n=1]; "	"Partial mapping to: POG0581"	"tail assembly protein"	0.0174731183	0.0276608539	0.3871389431
"4255"	"VOG4737"	"Bacteria"	51	51	2	2	"hypothetical protein [n=41]; DNA-binding protein [n=2]; putative DNA binding protein [n=1]; putative homeodomain-like proetin [n=1]; gp169 [n=1]; ORF088 [n=1]; transposase domain containing protein [n=1]; gp141 [n=1]; DNA binding protein [n=1]; "	"Partial mapping to: POG0147"	"transposase"	0.0120967742	0	1
"4256"	"VOG4738"	"Bacteria"	50	50	1	1	"hypothetical protein [n=40]; gp30.6 conserved hypothetical protein [n=3]; gp30.6 [n=2]; gp30.6 hypothetical protein [n=2]; No annotation provided [n=1]; hypothetical protein ACG-C40_0204 [Enterobacteria phage vB_EcoM_ACG-C40] [n=1]; "	"Partial mapping to: POG1999"	NA	0.0201612903	0	1
"4257"	"VOG4739"	"Bacteria"	47	46	3	4	"hypothetical protein [n=33]; No annotation provided [n=5]; tape measure chaperone [n=1]; gp42 [n=1]; conserved phage protein [n=1]; gp16 [n=1]; phage protein [n=1]; p16 [n=1]; hypothetical protein T1P39 [n=1]; P14 [n=1]; TfmB [n=1]; "	"Partial mapping to: POG2126"	NA	0.0124327957	0.0094207256	0.5689149831
"4258"	"VOG4740"	"Bacteria"	46	46	1	1	"hypothetical protein [n=23]; gp7 [n=9]; gp8 [n=6]; gp6 [n=4]; gp5 [n=2]; gp9 [n=1]; structural protein [n=1]; "	"Partial mapping to: POG1576"	NA	0.0188172043	0	1
"4259"	"VOG4741"	"Bacteria"	45	45	3	3	"hypothetical protein [n=44]; No annotation provided [n=1]; "	"Partial mapping to: POG3107"	NA	0.0168010753	0.0006013229	0.9654459745
"4260"	"VOG4742"	"Bacteria"	45	45	1	1	"hypothetical protein [n=8]; Ndd.3 conserved hypothetical protein [n=1]; conserved hypothetical protein [n=1]; "	"Partial mapping to: POG2010"	NA	0.0114247312	0	1
"4261"	"VOG4743"	"Bacteria"	44	44	3	2	"hypothetical protein [n=15]; putative tail protein [n=10]; tail fiber protein [n=8]; putative tail fiber protein [n=4]; putative tail fibre protein [n=3]; tail domain-containing protein [n=1]; tail protein [n=1]; 38 kDa minor structural protein [n=1]; putative tail tip protein [n=1]; "	"Partial mapping to: POG0852"	"tail protein"	0.0151209677	0.0124273401	0.548889166
"4262"	"VOG4744"	"Bacteria"	43	43	1	1	"hypothetical protein [n=11]; RB69ORF231c hypothetical protein [n=1]; No annotation provided [n=1]; "	"Partial mapping to: POG0490"	NA	0.0171370968	0	1
"4263"	"VOG4745"	"Bacteria"	42	42	3	2	"Kil protein [n=21]; hypothetical protein [n=4]; host-killing protein [n=3]; kil protein [n=3]; No annotation provided [n=2]; putative host killing protein Kil [n=2]; kil [n=2]; gp51 [n=1]; Kil [n=1]; putative Kil protein [n=1]; gene 31 protein [n=1]; host-killing protein Kil [n=1]; "	"Partial mapping to: POG0624"	NA	0.0191532258	0.0062136701	0.7550480712
"4264"	"VOG4746"	"Bacteria+Archaea"	42	42	2	4	"hypothetical protein [n=22]; DNA modification protein Mom-like protein [n=7]; Mom [n=2]; No annotation provided [n=2]; gp178 [n=1]; Mom protein [n=1]; DNA modification protein Mom [n=1]; acetyltransferase [n=1]; DNA modification protein [n=1]; "	"Partial mapping to: POG0262"	NA	0.0127688172	0.0102224895	0.555375881
"4265"	"VOG4747"	"Bacteria"	41	41	1	1	"hypothetical protein [n=34]; mobD.3 hypothetical protein [n=2]; MobD.3 hypothetical protein [n=1]; hypothetical protein MobD.3 [n=1]; No annotation provided [n=1]; hypothetical protein MobD.3 [Shigella phage Shfl2] [n=1]; "	"Partial mapping to: POG1990"	NA	0.0157930108	0	1
"4266"	"VOG4748"	"Bacteria"	40	40	1	1	"hypothetical protein [n=22]; No annotation provided [n=9]; gp56 [n=2]; gp55 [n=2]; gp53 [n=2]; gp60 [n=1]; gp57 [n=1]; gp58 [n=1]; "	"Partial mapping to: POG1653"	NA	0.0131048387	0	1
"4267"	"VOG4749"	"Bacteria"	39	39	1	1	"hypothetical protein [n=30]; e.8 conserved hypothetical protein [n=2]; e.8 hypothetical protein [n=2]; phage protein [Enterobacteria phage ime09] [n=1]; phage protein [n=1]; hypothetical protein e.8 [n=1]; No annotation provided [n=1]; "	"Partial mapping to: POG1994"	NA	0.0137768817	0	1
"4268"	"VOG4750"	"Bacteria"	39	39	1	2	"hypothetical protein [n=20]; gp83 [n=3]; gp84 [n=3]; gp82 [n=3]; WhiB [n=2]; gp81 [n=2]; gp26 [n=1]; gp24 [n=1]; gp85 [n=1]; WhiB transcriptional regulator [n=1]; gp86 [n=1]; "	"Partial mapping to: POG1242"	NA	0.0144489247	0	1
"4269"	"VOG4751"	"Bacteria"	38	38	4	5	"hypothetical protein [n=14]; virion protein [n=8]; lysis protein A [n=4]; putative structural protein [n=3]; structural protein P5 [n=2]; endolysin [n=2]; putative endolysin [n=1]; putative lysis protein A [n=1]; head-tail assembly protein [n=1]; putative endolysin 1 [n=1]; No annotation provided [n=1]; "	"Partial mapping to: POG1420"	"tail assembly protein"	0.0221774194	0.0158348366	0.583428128
"4270"	"VOG4752"	"Bacteria"	37	37	2	2	"hypothetical protein [n=22]; gp55 [n=6]; gp57 [n=1]; No annotation provided [n=1]; gp58 [n=1]; gp51 [n=1]; gp12 [n=1]; gp13 [n=1]; gp60 [n=1]; "	"Partial mapping to: POG1296"	NA	0.0127688172	0.0030066146	0.8094115839
"4271"	"VOG4753"	"Bacteria"	37	37	1	1	"hypothetical protein [n=16]; gp87 [n=4]; No annotation provided [n=3]; gp85 [n=1]; gp81 [n=1]; gp100 [n=1]; gp98 [n=1]; gp94 [n=1]; gp95 [n=1]; gp88 [n=1]; gp84 [n=1]; gp90 [n=1]; "	"Partial mapping to: POG1672"	NA	0.0070564516	0	1
"4272"	"VOG4754"	"Bacteria"	37	37	1	1	"hypothetical protein [n=17]; putative periplasmic protein [n=11]; ndd.2a hypothetical protein [n=2]; transmembrane region domain-containing protein [n=1]; No annotation provided [n=1]; gp7 [n=1]; ndd.2a hypothetical protein [Enterobacteria phage RB51] [n=1]; putative membrane protein [n=1]; Ndd.2a hypothetical predicted periplasmic protein [n=1]; predicted periplasmic protein [n=1]; "	"Partial mapping to: POG2010"	NA	0.0087365591	0	1
"4273"	"VOG4755"	"Bacteria"	36	35	3	6	"hypothetical protein [n=19]; No annotation provided [n=6]; EaA protein [n=3]; Eaa protein [n=1]; hyphothetical protein [n=1]; gp30 [n=1]; "	"Partial mapping to: POG0276"	NA	0.000672043	0.0030066146	0.1826870263
"4274"	"VOG4756"	"Bacteria"	36	36	2	3	"hypothetical protein [n=11]; gp115 [n=3]; gp113 [n=2]; gp116 [n=2]; gp27 [n=2]; minor tail protein [n=2]; gp117 [n=2]; gp112 [n=2]; gp110 [n=1]; gp118 [n=1]; gp122 [n=1]; gp121 [n=1]; gp119 [n=1]; gp120 [n=1]; gp109 [n=1]; gp36 [n=1]; gp105 [n=1]; gp114 [n=1]; "	"Partial mapping to: POG1193"	"tail protein"	0.0154569892	0	1
"4275"	"VOG4757"	"Bacteria"	35	35	2	2	"hypothetical protein [n=13]; putative assembly protein [n=9]; zonula occludens toxin [n=4]; zot-like protein [n=1]; ORF7 [n=1]; Zot protein [n=1]; Zot-like protein [n=1]; VSK tox2 [n=1]; putative zonula occludens toxin [n=1]; putative phage assembly protein [n=1]; Vpf380 [n=1]; Zot [n=1]; "	"Partial mapping to: POG0004"	"head protein"	0.0110887097	0.0300661455	0.2694386756
"4276"	"VOG4758"	"Bacteria"	35	35	1	1	"hypothetical protein [n=31]; RB32ORF217c hypothetical protein [n=2]; hypothetical protein ACG-C40_0219 [Enterobacteria phage vB_EcoM_ACG-C40] [n=1]; No annotation provided [n=1]; "	"Partial mapping to: POG0490"	NA	0.0168010753	0	1
"4277"	"VOG4759"	"Bacteria"	33	33	2	2	"glycosyl transferase [n=8]; gp232 [n=3]; gp237 [n=3]; gp229 [n=2]; glycosyltransferase [n=2]; gp226 [n=2]; gp227 [n=1]; hypothetical protein [n=1]; gp239 [n=1]; gp236 [n=1]; gp230 [n=1]; gp240 [n=1]; gp247 [n=1]; gp246 [n=1]; gp241 [n=1]; gp244 [n=1]; gp18 [n=1]; gp238 [n=1]; "	"Partial mapping to: POG1199"	NA	0.029905914	0.006814993	0.8144110931
"4278"	"VOG4760"	"Bacteria"	33	33	2	1	"minor tail protein [n=10]; gp132 [n=3]; gp135 [n=3]; gp129 [n=2]; gp131 [n=2]; gp134 [n=2]; gp136 [n=2]; gp141 [n=1]; gp138 [n=1]; baseplate protein [n=1]; hypothetical protein [n=1]; gp139 [n=1]; gp140 [n=1]; gp133 [n=1]; gp124 [n=1]; gp137 [n=1]; "	"Partial mapping to: POG0073"	"tail protein"	0.0110887097	0	1
"4279"	"VOG4761"	"Bacteria"	33	33	2	1	"minor tail protein [n=6]; hypothetical protein [n=5]; gp144 [n=3]; gp143 [n=3]; gp141 [n=3]; gp150 [n=2]; gp138 [n=2]; gp145 [n=2]; structural protein [n=1]; gp133 [n=1]; gp147 [n=1]; gp148 [n=1]; gp140 [n=1]; gp146 [n=1]; gp139 [n=1]; "	"Partial mapping to: POG1115"	"tail protein"	0.0110887097	0	1
"4280"	"VOG4762"	"Bacteria"	32	32	1	1	"hypothetical protein [n=26]; RB32ORF005c hypothetical protein [n=2]; No annotation provided [n=1]; hypothetical protein Shfl2p005 [Shigella phage Shfl2] [n=1]; gp20 [n=1]; conserved hypothetical protein [n=1]; "	"Partial mapping to: POG0389"	NA	0.0010080645	0	1
"4281"	"VOG4763"	"Bacteria"	29	29	3	0	"peptidase_S74 domain protein [n=9]; gp58-like protein [n=8]; hypothetical protein [n=4]; hyaluronidase [n=1]; host specificity protein [n=1]; tail protein [n=1]; PblB [n=1]; putative endopeptidase [n=1]; tail fiber PblB-like protein [n=1]; "	"Partial mapping to: POG0215"	"tail protein"	0.0067204301	0.0006013229	0.9178717298
"4282"	"VOG4764"	"Bacteria"	28	28	2	2	"hypothetical protein [n=23]; No annotation provided [n=1]; gp80 [n=1]; hypothetical protein ACG-C40_0069 [Enterobacteria phage vB_EcoM_ACG-C40] [n=1]; gp55.3 hypothetical protein [n=1]; phage protein [n=1]; "	"Partial mapping to: POG1983"	NA	0.0188172043	0	1
"4283"	"VOG4765"	"Bacteria"	27	27	1	1	"hypothetical protein [n=19]; No annotation provided [n=5]; putative structural protein [n=3]; "	"Partial mapping to: POG1351"	NA	0.0114247312	0.0006013229	0.9499983198
"4284"	"VOG4766"	"Bacteria"	26	26	2	2	"hypothetical protein [n=7]; rIIA-like protein [n=6]; rIIA lysis inhibitor [n=5]; N4 gp33-like protein [n=3]; putative rIIA-like protein [n=2]; membrane-associated affects host membrane ATPase [n=1]; protector from prophage-induced early lysis [n=1]; ATP-dependent molecular chaperone [n=1]; "	"Partial mapping to: POG0387"	NA	0.0104166667	0	1
"4285"	"VOG4767"	"Bacteria"	25	25	2	0	"hypothetical protein [n=22]; No annotation provided [n=2]; "	"Partial mapping to: POG0155"	NA	0.0090725806	0.0008017639	0.9188033314
"4286"	"VOG4768"	"Bacteria"	25	25	2	3	"hypothetical protein [n=20]; No annotation provided [n=5]; "	"Partial mapping to: POG3168"	NA	0.0127688172	0	1
"4287"	"VOG4769"	"Bacteria"	23	23	3	1	"hypothetical protein [n=20]; No annotation provided [n=1]; gp64 [n=1]; gp15 [n=1]; "	"Partial mapping to: POG2769"	NA	0.0090725806	0	1
"4288"	"VOG4770"	"Bacteria"	23	23	3	1	"hypothetical protein [n=21]; No annotation provided [n=1]; hypothetical cyanophage protein [n=1]; "	"Partial mapping to: POG4428"	NA	0.0204973118	0	1
"4289"	"VOG4771"	"Bacteria"	22	22	3	3	"terminase small subunit [n=8]; hypothetical protein [n=4]; putative terminase small subunit [n=3]; No annotation provided [n=2]; TerS [n=2]; bacteriophage terminase, small subunit [n=1]; bacteriophage DNA packaging protein; terminase, small subunit [n=1]; putative small terminase subunit [n=1]; "	"Partial mapping to: POG1476"	"terminase"	0.0094086022	0.0118260172	0.4430784456
"4290"	"VOG4772"	"Bacteria"	21	21	5	2	"N-acetylmuramoyl-L-alanine amidase [n=3]; mannosyl-glycoprotein endo-beta-N-acetylglucosamidase protein [n=2]; mannosyl-glycoprotein endo-beta-N-acetylglucosamidase [n=2]; P5 [n=1]; putative muramidase [n=1]; putative lysozyme [n=1]; glucosaminidase /N-acetylmuramoyl-L-alanine amidase [n=1]; mannosyl-glycoprotein endo-beta-N-acetlyglucosamidase [n=1]; glucosaminidase [n=1]; putative lytic enzyme [n=1]; hypothetical protein [n=1]; putative mannosyl-glycoprotein endo-beta-N-acetylglucosamidase [n=1]; lysin [n=1]; gp217 [n=1]; predicted amidase [n=1]; putative N-acetylmuramoyl-L-alanine amidase [n=1]; "	"Partial mapping to: POG0343"	NA	0.0067204301	0.0827821207	0.0750864646
"4291"	"VOG4773"	"Bacteria+Archaea"	21	21	2	1	"capsid portal protein Q [n=7]; putative portal protein [n=5]; portal protein [n=3]; hypothetical protein [n=2]; VHS1104 protein [n=1]; portal vertex protein [n=1]; capsid portal protein [n=1]; capsid protein [n=1]; "	"Partial mapping to: POG0059"	"portal"	0.0070564516	0.0032070555	0.6875283
"4292"	"VOG4774"	"Bacteria"	21	21	1	2	"gp11 [n=6]; hypothetical protein [n=3]; gp10 [n=2]; protease [n=1]; major capsid protein [n=1]; gp16 [n=1]; gp19 [n=1]; head maturation protease [n=1]; gp17 [n=1]; gp15 [n=1]; "	"Partial mapping to: POG2614"	"capsid"	0.0070564516	0.0048105833	0.5946263472
"4293"	"VOG4775"	"Bacteria"	21	21	1	1	"hypothetical protein [n=15]; putative holin [n=4]; holin [n=1]; gp044 [n=1]; "	"Partial mapping to: POG1437"	NA	0.0077284946	0	1
"4294"	"VOG4776"	"Bacteria"	20	20	3	3	"hypothetical protein [n=15]; No annotation provided [n=3]; Upf90.5 [n=1]; gp3 [n=1]; "	"Partial mapping to: POG2762"	NA	0.0077284946	0	1
"4295"	"VOG4777"	"Bacteria"	20	20	2	1	"histidine triad domain protein [n=6]; hypothetical protein [n=4]; gp20 [n=3]; gp17 [n=3]; HIT domain protein [n=1]; histidine triad nucleotide binding protein [n=1]; gp19 [n=1]; gp18 [n=1]; "	"Partial mapping to: POG2496"	NA	0.0070564516	0.000200441	0.9723792287
"4296"	"VOG4778"	"Bacteria"	19	19	1	0	"hypothetical protein [n=14]; putative structural protein [n=3]; gp70 [n=1]; phage protein [n=1]; "	"Partial mapping to: POG1918"	NA	0.0221774194	0.0102224895	0.6844901777
"4297"	"VOG4779"	"Bacteria"	19	12	2	2	"DNA delivery [n=6]; transclycosylase [n=5]; transglycosylase [n=2]; catalytic lytic transglycosylase [n=1]; hypothetical protein [n=1]; internal virion protein [n=1]; No annotation provided [n=1]; lytic transglycosylase [n=1]; DNA delivery protein [n=1]; "	"Partial mapping to: POG0385"	NA	0.0050403226	0.0008017639	0.8627606959
"4298"	"VOG4780"	"Bacteria"	18	18	2	2	"hypothetical protein [n=10]; PF10983 family protein [n=2]; structural protein [n=1]; "	"Partial mapping to: POG1475"	NA	0.0134408602	0.0026057326	0.8376145865
"4299"	"VOG4781"	"Bacteria"	18	18	1	1	"putative tail protein [n=4]; No annotation provided [n=3]; hypothetical protein [n=3]; tail protein [n=2]; tail protein E' [n=1]; P2 gpE-like protein [n=1]; phage P2 GpE family protein [n=1]; tail fiber protein [n=1]; gp27, phage tail protein, P2 GpE family [n=1]; gp30, phage tail protein, P2 GpE family [n=1]; "	"Partial mapping to: POG0579"	"tail protein"	0.0120967742	0.0050110243	0.7070912269
"4300"	"VOG4782"	"Bacteria"	17	17	2	2	"hypothetical protein [n=13]; orf23 [n=1]; gp149 [n=1]; ORF40 [n=1]; "	"Partial mapping to: POG3297"	NA	0.0057123656	0.000200441	0.9661005365
"4301"	"VOG4783"	"Bacteria"	17	16	1	2	"hypothetical protein [n=4]; structural protein [n=3]; putative tail accessory fiber/neck passage structure [n=2]; unknown [n=1]; receptor binding protein [n=1]; minor structural protein 5 [n=1]; tail-host specificity protein [n=1]; putative base plate protein [n=1]; minor structural protein [n=1]; putative phage tail structural protein [n=1]; putative tail protein [n=1]; "	"Partial mapping to: POG0730"	"tail protein"	0.0161290323	0.000200441	0.9877252029
"4302"	"VOG4784"	"Bacteria"	17	17	1	1	"hypothetical protein [n=12]; No annotation provided [n=4]; SPFH domain / band 7 family protein [n=1]; "	"Partial mapping to: POG0160"	NA	0.0057123656	0.0008017639	0.8769192593
"4303"	"VOG4785"	"Bacteria"	16	16	1	1	"hypothetical protein [n=9]; homing endonuclease [n=4]; putative GIY-YIG family homing endonuclease [n=1]; Phage protein [n=1]; I-TevII homing endonuclease [n=1]; "	"Partial mapping to: POG0430"	"nuclease"	0.0053763441	0	1
"4304"	"VOG4786"	"Bacteria"	16	16	1	1	"hypothetical protein [n=12]; No annotation provided [n=1]; RB69ORF270c hypothetical protein [n=1]; hypothetical protein SP18_gp281 [Shigella phage SP18] [n=1]; "	"Partial mapping to: POG0512"	NA	0.0147849462	0	1
