"VOG.number"	"Host.Domain"	"Number.of.Proteins"	"Number.of.Genomes"	"Number.of.Known.Virus.Families"	"Number.of.Known.Virus.Genera"	"Proteins.Annotations"	"Mapping.to.POGs.2013"	"Short.Annotations"
"1203"	"VOG1841"	"Bacteria"	3	3	1	1	"hypothetical protein [n=3]; "	"Mapped to: POG1841"	NA
"1204"	"VOG1842"	"Bacteria"	3	3	1	1	"hypothetical protein [n=3]; "	"Mapped to: POG1842"	NA
"1205"	"VOG1843"	"Bacteria"	3	3	1	1	"hypothetical protein [n=3]; "	"Mapped to: POG1843"	NA
"1206"	"VOG1844"	"Bacteria"	47	47	2	3	"hypothetical protein [n=12]; putative NUDIX hydrolase domain protein [n=6]; putative bifunctional protein: NMN adenylyltransferase/NUDIX hydrolase [n=3]; NadM family nicotinamide-nucleotide adenylyltransferase / ADP-ribose pyrophosphatase [n=2]; bifunctional nicotinamide mononucleotide adenylyltransferase/ADP-ribose pyrophosphatase [n=2]; bifunctional NMN adenylyltransferase/nudix hydrolase [n=2]; bifunctional protein NMN adenylyltransferase/NUDIX hydrolase [n=2]; ADP-ribose pyrophosphatase [n=2]; bifunctional nicotinamide/nicotinate mononucleotide adenylyltransferase [n=2]; bifunctional NMN adenylyltransferase/ADP-ribose pyrophosphatase [n=1]; bifunctional NMN adenylyltransferase/NUDIX hydrolase [n=1]; putative bifunctional NMN adenylyltransferase/nudix hydrolase [n=1]; bifunctional nicotinamide mononucleotide adenylyltransferase/ADP-ribose [n=1]; bifunctional NMN adenylyltransferase [n=1]; nicotinamide-nucleotide adenylyltransferase NadM family / ADP-ribose pyrophosphatase [n=1]; putative bifunctional protein NMN adenylyltransferase/NUDIX hydrolase [n=1]; bifunctional Nicotinamide/nicotinate mononucleotide adenylyltransferase [n=1]; bifunctional protein [n=1]; NMN adenylyl tranferase [n=1]; bifunctional nicotinamide-nucleotide adenylyltransferase, NadM family/ADP-ribose pyrophosphatase [n=1]; cytidyltransferase-like protein [n=1]; nicotinamide-nucleotide adenylyltransferase NadM family/ ADP-ribose pyrophosphatase [n=1]; putative bifunctional nicotinamide mononucleotide adenylyltransferase/ADP-ribose pyrophosphatase [n=1]; "	"Mapped to: POG1844"	NA
"1207"	"VOG1845"	"Bacteria"	3	3	1	1	"hypothetical protein [n=3]; "	"Mapped to: POG1845"	NA
"1208"	"VOG1846"	"Bacteria"	3	3	1	1	"hypothetical protein [n=3]; "	"Mapped to: POG1846"	NA
"1209"	"VOG1847"	"Bacteria"	5	5	1	1	"hypothetical protein [n=5]; "	"Mapped to: POG1847"	NA
"1210"	"VOG1849"	"Bacteria"	39	39	2	3	"hypothetical protein [n=37]; gp144 [n=1]; conserved uncharacterised protein [n=1]; "	"Mapped to: POG1849"	NA
"1211"	"VOG1850"	"Bacteria+Archaea"	51	51	4	3	"tRNA nucleotidyltransferase [n=13]; hypothetical protein [n=7]; putative tRNA nucleotidyltransferase [n=6]; tRNA nucleotidyltransferase/poly(A) polymerase [n=6]; putative tRNA nucleotidyltransferase-like protein [n=2]; tRNA nucleotidyl transferase [n=2]; multifunctional tRNA nucleotidyl transferase [n=2]; putative tRNA nucleotidyl transferase [n=1]; multifunctional tRNA nucleotidyl transferase/2'3'-cyclic phosphodiesterase/2'nucleotidase/phosphatase [n=1]; gp28 [n=1]; putative tRNA nucleotidyltransferase/poly(A) polymerase [n=1]; CCA-adding protein [n=1]; phosphatase [n=1]; gp522 [n=1]; No annotation provided [n=1]; multifunctional CCA protein [n=1]; gp8 [n=1]; tRNA adenylyltransferase [n=1]; PolyA polymerase [n=1]; poly-A polymerase [n=1]; "	"Mapped to: POG1850"	NA
"1212"	"VOG1851"	"Bacteria"	3	3	1	1	"hypothetical protein [n=3]; "	"Mapped to: POG1851"	NA
"1213"	"VOG1852"	"Bacteria"	3	3	1	1	"hypothetical protein [n=3]; "	"Mapped to: POG1852"	NA
"1214"	"VOG1853"	"Bacteria"	3	3	1	1	"hypothetical protein [n=3]; "	"Mapped to: POG1853"	NA
"1215"	"VOG1854"	"Bacteria"	3	3	1	1	"hypothetical protein [n=3]; "	"Mapped to: POG1854"	NA
"1216"	"VOG1855"	"Bacteria"	31	31	2	4	"hypothetical protein [n=30]; "	"Mapped to: POG1855"	NA
"1217"	"VOG1856"	"Bacteria"	51	48	2	3	"hypothetical protein [n=50]; gp276 [n=1]; "	"Union of: POG1856; POG1722"	NA
"1218"	"VOG1857"	"Bacteria"	13	13	1	2	"hypothetical protein [n=12]; No annotation provided [n=1]; "	"Mapped to: POG1857"	NA
"1219"	"VOG1858"	"Bacteria"	3	3	1	1	"hypothetical protein [n=3]; "	"Mapped to: POG1858"	NA
"1220"	"VOG1859"	"Bacteria"	3	3	1	1	"hypothetical protein [n=3]; "	"Mapped to: POG1859"	NA
"1221"	"VOG1860"	"Bacteria"	193	193	2	3	"loader of DNA helicase [n=43]; hypothetical protein [n=29]; loader of gp41 DNA helicase [n=21]; DNA helicase loader [n=15]; 59 protein [n=14]; loader of DNA helicase and ssDNA binding [n=11]; gp59 loader of gp41 DNA helicase [n=8]; helicase loading protein [n=7]; helicase loader [n=5]; loader of T4-like helicase [n=4]; gp59 [n=3]; loader of gp41 DNA helicase [Escherichia phage wV7] [n=2]; DNA helicase [n=2]; helicase assembly protein [n=2]; T4-like loader of DNA helicase [n=2]; helicase loader DnaI [n=2]; gp41 DNA helicase gp59 loader protein [n=2]; gp59 loader of gene 41 DNA helicase [n=2]; loader of gene 41 DNA helicase [n=1]; putative loader of gp41 DNA helicase gp59 [n=1]; Gp59 T4-like loader of gp41 DNA helicase [n=1]; gp59 T4-like loader of gp41 DNA helicase [n=1]; Putative loader of gp41 DNA helicase [n=1]; putative loader of DNA helicase and ssDNA binding protein [n=1]; T4-like loader of gp41 DNA helicase [n=1]; gp59 loader of DNA helicase [n=1]; T4-like loader of DNA helicase family protein [n=1]; gp59 protein [n=1]; DNA helicase loading protein [n=1]; DNA helicase loader protein [n=1]; phage DNA helicase loader protein [n=1]; No annotation provided [n=1]; putative loader of DNA helicase [n=1]; helicase loader protein [n=1]; loader of DNA helicase family protein [n=1]; gp59 helicase loading protein [n=1]; "	"Mapped to: POG1860"	NA
"1222"	"VOG1861"	"Bacteria"	204	203	3	3	"late promoter transcription accessory protein [n=68]; hypothetical protein [n=36]; late promoter transcription protein [n=32]; gp33 late promoter transcription accessory protein [n=17]; gp33 [n=7]; transcriptional regulator [n=6]; No annotation provided [n=5]; putative late promoter transcription factor [n=5]; late promoter transcription [n=3]; late promoter transcription factor [n=3]; putative late promoter transcription accessory protein [n=3]; late promoter transcriptional accessory protein [n=3]; gp33 late promoters transcription [n=2]; putative late promoter transcription factor [Shigella phage Shfl2] [n=2]; transcirtional regulator [n=1]; gp33 late promoter transcription [n=1]; Gp33 T4-like late promoter transcription accessory protein [n=1]; gp33 late promoter transcription protein [n=1]; late promoter transcription accessoryprotein [n=1]; putative late promoter transcription accessory protein gp33 [n=1]; promoter accessory protein [n=1]; Putative late promoter transcription accessory protein [n=1]; late promoters transcription [n=1]; connector between replisome and late sigma factor [n=1]; transcription protein [n=1]; "	"Mapped to: POG1861"	"portal"
"1223"	"VOG1862"	"Bacteria"	5	5	1	1	"hypothetical protein [n=5]; "	"Mapped to: POG1862"	NA
"1224"	"VOG1863"	"Bacteria"	3	3	1	1	"hypothetical protein [n=3]; "	"Mapped to: POG1863"	NA
"1225"	"VOG1864"	"Bacteria"	82	80	1	2	"anti-sigma 70 protein [n=32]; AsiA anti-sigma 70 protein [n=14]; hypothetical protein [n=7]; Anti-Sigma Factor A [n=5]; anti-sigma70 protein [n=5]; AsiA [n=3]; host sigma70-binding protein [n=3]; anti-sigma factor [n=3]; holin [n=1]; anti-sigma factor A protein [n=1]; anti-sigma factor A [n=1]; anti-sigma 70 [n=1]; AsiA anti-sigma70 protein [n=1]; No annotation provided [n=1]; "	"Mapped to: POG1864"	NA
"1226"	"VOG1865"	"Bacteria"	5	5	1	1	"hypothetical protein [n=4]; No annotation provided [n=1]; "	"Mapped to: POG1865"	NA
"1227"	"VOG1866"	"Bacteria"	3	3	1	1	"hypothetical protein [n=3]; "	"Mapped to: POG1866"	NA
"1228"	"VOG1867"	"Bacteria"	80	80	3	4	"hypothetical protein [n=57]; No annotation provided [n=16]; RB32ORF249c hypothetical protein [n=2]; conserved hypothetical protein [n=1]; "	"Mapped to: POG1867"	NA
"1229"	"VOG1868"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"Mapped to: POG1868"	NA
"1230"	"VOG1869"	"Bacteria"	22	22	2	2	"hypothetical protein [n=18]; "	"Mapped to: POG1869"	NA
"1231"	"VOG1870"	"Bacteria"	5	5	1	1	"hypothetical protein [n=3]; "	"Mapped to: POG1870"	NA
"1232"	"VOG1871"	"Bacteria"	8	8	1	1	"NudE nudix hydrolase [n=3]; hypothetical protein [n=2]; nudix hydrolase [n=2]; No annotation provided [n=1]; "	"Mapped to: POG1871"	NA
"1233"	"VOG1873"	"Bacteria"	3	3	1	1	"hypothetical protein [n=2]; No annotation provided [n=1]; "	"Mapped to: POG1873"	NA
"1234"	"VOG1874"	"Bacteria"	6	6	1	1	"gp35 hinge long tail fiber proximal connector [n=2]; hinge long tail fiber proximal connector [n=2]; hypothetical protein [n=1]; No annotation provided [n=1]; "	"Mapped to: POG1874"	"portal"
"1235"	"VOG1877"	"Bacteria"	3	3	0	0	"hypothetical protein [n=3]; "	"Mapped to: POG1877"	NA
"1236"	"VOG1878"	"Bacteria"	4	4	0	0	"hypothetical protein [n=4]; "	"Mapped to: POG1878"	NA
"1237"	"VOG1879"	"Bacteria"	5	5	1	0	"hypothetical protein [n=5]; "	"Mapped to: POG1879"	NA
"1238"	"VOG1880"	"Bacteria"	4	4	1	1	"hypothetical protein [n=4]; "	"Mapped to: POG1880"	NA
"1239"	"VOG1881"	"Bacteria"	3	3	2	0	"No annotation provided [n=1]; gp12 [n=1]; hypothetical protein [n=1]; "	"Mapped to: POG1881"	NA
"1240"	"VOG1883"	"Bacteria"	3	3	2	0	"gp13 [n=1]; No annotation provided [n=1]; hypothetical protein [n=1]; "	"Mapped to: POG1883"	NA
"1241"	"VOG1884"	"Bacteria"	6	6	1	1	"hypothetical protein [n=4]; No annotation provided [n=1]; gp41 [n=1]; "	"Mapped to: POG1884"	NA
"1242"	"VOG1886"	"Bacteria"	21	21	3	1	"putative terminase large subunit [n=5]; terminase large subunit [n=5]; putative large terminase subunit [n=4]; ORF22 [n=1]; terminase [n=1]; putative terminase [n=1]; VHS1091 protein [n=1]; hypothetical protein [n=1]; DNA terminase [n=1]; TerL [n=1]; "	"Mapped to: POG1886"	"terminase"
"1243"	"VOG1887"	"Bacteria"	90	90	3	5	"major capsid protein [n=27]; hypothetical protein [n=11]; putative major capsid protein [n=9]; capsid protein E [n=5]; major capsid protein E [n=5]; putative head protein [n=3]; capsid protein [n=3]; capsid component [n=2]; major head subunit E [n=2]; major head subunit [n=2]; putative structural protein [n=2]; major capsid E family protein [n=2]; ORFp38 [n=1]; orf10 [n=1]; gp348 [n=1]; putative major head protein [n=1]; hypothetical phage capsid protein [n=1]; prophage major head protein [n=1]; gp8 [n=1]; head protein [n=1]; gp012 [n=1]; capsid [n=1]; phage major head protein [n=1]; main capsid protein [n=1]; putative capsid protein E [n=1]; gp38 [n=1]; bacteriophage major capsid protein; Lambda gpE homolog [n=1]; major capsid (head) protein [n=1]; "	"Union of: POG1887; POG0836"	"capsid"
"1244"	"VOG1888"	"Bacteria"	10	10	1	1	"hypothetical protein [n=5]; gp40 [n=2]; gp42 [n=1]; holin [n=1]; putative holin [n=1]; "	"Mapped to: POG1888"	NA
"1245"	"VOG1890"	"Bacteria"	57	57	1	1	"hypothetical protein [n=29]; gp84 [n=3]; gp73 [n=3]; gp82 [n=2]; gp78 [n=2]; gp72 [n=2]; gp80 [n=2]; gp79 [n=2]; gp75 [n=2]; gp83 [n=1]; gp91 [n=1]; gp71 [n=1]; gp085 [n=1]; No annotation provided [n=1]; gp77 [n=1]; gp74 [n=1]; gp63 [n=1]; gp89 [n=1]; gp85 [n=1]; "	"Mapped to: POG1890"	NA
"1246"	"VOG1891"	"Bacteria"	5	5	2	0	"hypothetical protein [n=2]; gp91 [n=1]; gp091 [n=1]; gp163 [n=1]; "	"Mapped to: POG1891"	NA
"1247"	"VOG1892"	"Bacteria"	91	91	1	3	"hypothetical protein [n=49]; gp63 [n=9]; gp65 [n=9]; gp64 [n=6]; gp62 [n=6]; gp58 [n=2]; gp59 [n=2]; gp096 [n=1]; gp118 [n=1]; gp122 [n=1]; gp60 [n=1]; "	"Mapped to: POG1892"	NA
"1248"	"VOG1893"	"Bacteria"	11	11	1	0	"hypothetical protein [n=9]; gp010 [n=1]; gp008 [n=1]; "	"Mapped to: POG1893"	NA
"1249"	"VOG1894"	"Bacteria"	3	3	1	0	"holin [n=2]; gp26, holin [n=1]; "	"Mapped to: POG1894"	NA
"1250"	"VOG1895"	"Bacteria"	11	11	1	0	"hypothetical protein [n=8]; structural protein [n=2]; gp014 [n=1]; "	"Mapped to: POG1895"	NA
"1251"	"VOG1897"	"Bacteria"	11	11	1	0	"hypothetical protein [n=8]; structural protein [n=3]; "	"Mapped to: POG1897"	NA
"1252"	"VOG1898"	"Bacteria"	13	13	1	0	"cell adhesion domain-containing protein [n=3]; major tail protein [n=3]; head protein [n=2]; major structural protein [n=1]; hypothetical protein [n=1]; tail tube protein [n=1]; major tail shaft protein [n=1]; putative major capsid protein [n=1]; "	"Mapped to: POG1898"	"capsid"
"1253"	"VOG1899"	"Bacteria"	11	11	1	0	"hypothetical protein [n=9]; gp029 [n=1]; gp030 [n=1]; "	"Mapped to: POG1899"	NA
"1254"	"VOG1900"	"Bacteria"	12	12	1	0	"hypothetical protein [n=9]; structural protein [n=3]; "	"Mapped to: POG1900"	NA
"1255"	"VOG1901"	"Bacteria"	11	11	1	0	"hypothetical protein [n=9]; gp067 [n=2]; "	"Mapped to: POG1901"	NA
"1256"	"VOG1902"	"Bacteria"	11	11	1	0	"hypothetical protein [n=9]; gp069 [n=2]; "	"Mapped to: POG1902"	NA
"1257"	"VOG1903"	"Bacteria"	11	11	1	0	"hypothetical protein [n=9]; gp077 [n=1]; gp078 [n=1]; "	"Mapped to: POG1903"	NA
"1258"	"VOG1907"	"Bacteria+Archaea"	12	12	1	0	"hypothetical protein [n=9]; gp107 [n=2]; "	"Mapped to: POG1907"	NA
"1259"	"VOG1909"	"Bacteria"	49	49	1	1	"hypothetical protein [n=28]; gp14 [n=6]; gp13 [n=6]; gp12 [n=3]; gp9 [n=3]; gp10 [n=1]; No annotation provided [n=1]; gp11 [n=1]; "	"Mapped to: POG1909"	NA
"1260"	"VOG1912"	"Bacteria"	116	115	3	4	"putative portal protein [n=22]; hypothetical protein [n=22]; portal protein [n=20]; No annotation provided [n=10]; putative minor head protein [n=9]; virion protein [n=4]; putative head protein [n=3]; minor head protein [n=3]; gp17 [n=2]; putative structural protein [n=2]; putative phage head portal protein [n=2]; gp3 [n=1]; gp56 [n=1]; PorT [n=1]; Phage-related protein [n=1]; NUDIX hydrolase [n=1]; AB1gp30 [n=1]; gp28 [n=1]; truncated putative portal protein [n=1]; minor head-like protein [n=1]; minor head protein-like protein [n=1]; gp19 putative portal protein [n=1]; conserved hypothetical protein ORF017 [n=1]; gp18 [n=1]; hi1409 family protein [n=1]; phage portal protein [n=1]; "	"Mapped to: POG1912"	"portal"
"1261"	"VOG1914"	"Bacteria"	63	63	3	7	"hypothetical protein [n=47]; No annotation provided [n=4]; virion protein [n=4]; gp02 [n=3]; 48 [n=1]; gp51 [n=1]; BcepNY3gp01 [n=1]; hypothetical protein ORF019 [n=1]; Phage protein [n=1]; "	"Mapped to: POG1914"	NA
"1262"	"VOG1915"	"Bacteria"	114	113	3	4	"hypothetical protein [n=50]; putative head protein [n=11]; putative structural protein [n=9]; prohead protease [n=5]; virion protein [n=4]; capsid protein [n=3]; structural protein [n=3]; major head subunit precursor [n=3]; gp14 [n=2]; putative prohead protease [n=2]; No annotation provided [n=2]; putative major head subunit precursor [n=2]; major capsid protein [n=2]; gp15 [n=1]; gp65 [n=1]; gp27 putative head protein [n=1]; conserved hypothetical protein ORF021 [n=1]; tape measure protein [n=1]; possible prohead protease [n=1]; gp55 [n=1]; gp25 [n=1]; capsid and scaffold protein [n=1]; gp6 [n=1]; gp26 [n=1]; AB1gp17 [n=1]; HspA [n=1]; phage protein [n=1]; Phage protein [n=1]; "	"Union of: POG1915; POG2399; POG1941"	"scaffolding protein"
"1263"	"VOG1916"	"Bacteria"	42	42	1	2	"hypothetical protein [n=21]; putative structural protein [n=7]; structural protein [n=5]; virion protein [n=4]; No annotation provided [n=2]; gp24 [n=1]; Phage protein [n=1]; hypothetical protein ORF022 [n=1]; "	"Mapped to: POG1916"	NA
"1264"	"VOG1917"	"Bacteria"	56	56	1	3	"hypothetical protein [n=17]; capsid and scaffold protein [n=8]; putative capsid protein [n=4]; putative major structural protein [n=4]; major virion protein [n=4]; major structural protein [n=3]; major capsid protein [n=2]; No annotation provided [n=2]; gp12 [n=2]; putative structural protein [n=1]; putative capsid and scaffold protein [n=1]; structural protein [n=1]; gp23 [n=1]; hypothetical protein ORF023 [n=1]; Phage capsid protein [n=1]; phage capsid and scaffold protein [n=1]; gp13 [n=1]; putative major strucutral protein [n=1]; AB1gp15 [n=1]; "	"Mapped to: POG1917"	"scaffolding protein"
"1265"	"VOG1919"	"Bacteria"	42	42	1	2	"hypothetical protein [n=23]; putative structural protein [n=8]; virion protein [n=4]; structural protein [n=4]; No annotation provided [n=2]; Phage protein [n=1]; "	"Mapped to: POG1919"	NA
"1266"	"VOG1920"	"Bacteria"	43	43	1	2	"hypothetical protein [n=36]; No annotation provided [n=2]; structural protein [n=2]; gp18 [n=1]; hypothetical protein ORF027 [n=1]; Phage protein [n=1]; "	"Mapped to: POG1920"	NA
"1267"	"VOG1921"	"Bacteria"	44	44	1	2	"hypothetical protein [n=20]; putative structural protein [n=5]; tail fiber protein [n=5]; virion protein [n=4]; structural protein [n=4]; No annotation provided [n=2]; hypothetical protein ORF030 [n=1]; putative tail fiber protein [n=1]; Phage tail fiber protein [n=1]; gp16 [n=1]; "	"Mapped to: POG1921"	"tail protein"
"1268"	"VOG1924"	"Bacteria"	69	69	2	3	"hypothetical protein [n=39]; No annotation provided [n=3]; putative tail component [n=2]; gp32 [n=2]; gp34 [n=1]; phage protein [n=1]; gp07 [n=1]; AB1gp78 [n=1]; pf11041 family protein [n=1]; gp83 [n=1]; BcepNY3gp31 [n=1]; "	"Mapped to: POG1924"	"tail protein"
"1269"	"VOG1926"	"Bacteria"	61	61	3	3	"hypothetical protein [n=54]; No annotation provided [n=4]; gp11 [n=1]; hypothetical protein ORF044 [n=1]; hypothetical protein ORF051 [n=1]; "	"Mapped to: POG1926"	NA
"1270"	"VOG1927"	"Bacteria"	49	49	2	3	"hypothetical protein [n=43]; No annotation provided [n=4]; hypothetical protein ORF052 [n=1]; gp10 [n=1]; "	"Mapped to: POG1927"	NA
"1271"	"VOG1928"	"Bacteria"	55	55	2	3	"hypothetical protein [n=42]; No annotation provided [n=4]; putative DNA helicase [n=3]; DNA helicase [n=2]; hypothetical protein RDJLphi1_gp14 [n=1]; gp31 [n=1]; hypothetical protein ORF066 [n=1]; hypothetical protein ORF054 [n=1]; "	"Union of: POG1928; POG4222"	NA
"1272"	"VOG1930"	"Bacteria"	23	23	1	1	"hypothetical protein [n=15]; No annotation provided [n=4]; gp47.1 hypothetical protein [n=2]; predicted membrane protein [n=1]; gp47.1 hypothetical predicted membrane protein [n=1]; "	"Mapped to: POG1930"	NA
"1273"	"VOG1931"	"Bacteria"	50	50	3	5	"hypothetical protein [n=13]; gp5 [n=7]; ParB [n=3]; ParB-like nuclease domain protein [n=3]; transcriptional regulator [n=3]; ParB-like partition protein [n=2]; ORF013 [n=2]; ParB-like domain protein [n=2]; ParB-like nuclease domain [n=1]; ectoine synthase/ParB multidomain protein [n=1]; co-activator of prophage gene expression IbrB [n=1]; gp4 [n=1]; co-activator of prophage gene expression [n=1]; putative transcriptional regulator [n=1]; phage-related DNA-binding protein [n=1]; putative ParB protein [n=1]; putative parB-like partition protein [n=1]; putative parB-like partitioning protein [n=1]; ParB-like protein [n=1]; possible transcription regulator [n=1]; "	"Union of: POG1931; POG4328"	NA
"1274"	"VOG1933"	"Bacteria"	10	10	2	1	"hypothetical protein [n=4]; head-to-tail joining protein [n=2]; putative phage-related protein [n=2]; putative phage-like protein [n=1]; conserved phage protein [n=1]; "	"Mapped to: POG1933"	"joining"
"1275"	"VOG1936"	"Bacteria"	24	24	3	2	"AAA ATPase [n=6]; hypothetical protein [n=5]; putative replicative DNA helicase [n=2]; ATPase [n=2]; gp69 [n=1]; AAA-ATPase [n=1]; gp68 [n=1]; recombinational DNA repair protein RecT [n=1]; gp62 [n=1]; replicative DNA helicase [n=1]; gp73 [n=1]; gp70 [n=1]; gp79 [n=1]; "	"Mapped to: POG1936"	NA
"1276"	"VOG1942"	"Bacteria"	58	58	3	1	"hypothetical protein [n=28]; major capsid protein [n=12]; putative major capsid protein [n=7]; putative capsid protein [n=4]; MCP protein [n=1]; gp8 [n=1]; HsbB [n=1]; capsid protein [n=1]; putative helicase [n=1]; gp52 [n=1]; gp29 major capsid protein [n=1]; "	"Mapped to: POG1942"	"capsid"
"1277"	"VOG1944"	"Bacteria"	38	38	1	1	"hypothetical protein [n=32]; No annotation provided [n=5]; hyphothetical protein [n=1]; "	"Mapped to: POG1944"	NA
"1278"	"VOG1945"	"Bacteria"	66	62	2	4	"hypothetical protein [n=54]; No annotation provided [n=7]; unknown product [n=2]; "	"Union of: POG1945; POG1946"	NA
"1279"	"VOG1948"	"Bacteria"	28	28	1	1	"hypothetical protein [n=23]; No annotation provided [n=5]; "	"Mapped to: POG1948"	NA
"1280"	"VOG1950"	"Bacteria"	27	27	1	1	"hypothetical protein [n=22]; No annotation provided [n=5]; "	"Mapped to: POG1950"	NA
"1281"	"VOG1951"	"Bacteria"	27	27	1	1	"hypothetical protein [n=19]; No annotation provided [n=5]; structural protein [n=3]; "	"Mapped to: POG1951"	NA
"1282"	"VOG1952"	"Bacteria"	28	28	1	1	"hypothetical protein [n=22]; No annotation provided [n=5]; "	"Mapped to: POG1952"	NA
"1283"	"VOG1953"	"Bacteria"	27	27	1	1	"hypothetical protein [n=20]; No annotation provided [n=5]; structural protein [n=2]; "	"Mapped to: POG1953"	NA
"1284"	"VOG1956"	"Bacteria"	122	122	3	2	"hypothetical protein [n=96]; No annotation provided [n=5]; P2 gpU-like protein [n=2]; putative muramidase [n=1]; phage conserved protein [n=1]; gp031 [n=1]; putative tail tape measure protein [n=1]; gp19 [n=1]; gp44 [n=1]; hyphothetical protein [n=1]; structural protein [n=1]; putative tail tube initiator or completion protein [n=1]; gp78 [n=1]; putative structural protein [n=1]; gp45 [n=1]; AB1gp83 [n=1]; Phi92_gp135 [n=1]; hypothetical protein [Escherichia phage rv5] [n=1]; BcepNY3gp45 [n=1]; phage protein [n=1]; gp46 [n=1]; gp13 [n=1]; "	"Union of: POG1956; POG2135; POG1432; POG1349"	"tail protein"
"1285"	"VOG1960"	"Bacteria+Archaea"	28	28	3	2	"hypothetical protein [n=14]; MazG-like protein [n=2]; MazG [n=2]; No annotation provided [n=1]; gp37 [n=1]; glutaredoxin 3 [n=1]; gp06 [n=1]; gp103 [n=1]; pyrophosphatase [n=1]; gp71 [n=1]; nucleoside triphosphate pyrophosphohydrolase, MazG [n=1]; gp32 [n=1]; "	"Mapped to: POG1960"	NA
"1286"	"VOG1962"	"Bacteria"	98	97	3	7	"hypothetical protein [n=72]; host recBCD nuclease inhibitor [n=7]; No annotation provided [n=4]; inihibitor of recBCD nuclease [n=3]; RB32ORF081c hypothetical protein [n=2]; gp95 [n=1]; conserved hypothetical protein [n=1]; gp21.6 [n=1]; hypothetical protein ACG-C40_0081 [Enterobacteria phage vB_EcoM_ACG-C40] [n=1]; putative host recBCD nuclease inhibitor [n=1]; gp5.9 [n=1]; RB69ORF091c hypothetical protein [n=1]; "	"Union of: POG1962; POG0423"	NA
"1287"	"VOG1964"	"Bacteria"	19	19	1	2	"hypothetical protein [n=17]; No annotation provided [n=2]; "	"Mapped to: POG1964"	NA
"1288"	"VOG1965"	"Bacteria+Archaea"	115	114	2	5	"hypothetical protein [n=51]; SprT-like protein [n=21]; gp80 [n=6]; SprT [n=5]; gp81 [n=5]; gp82 [n=3]; gp78 [n=3]; gp75 [n=3]; gp79 [n=3]; SprT protease [n=2]; protease [n=2]; No annotation provided [n=2]; Protein sprT [n=1]; gp87 [n=1]; gp83 [n=1]; conserved hypothetical protein [n=1]; gp77 [n=1]; gp76 [n=1]; gp86 [n=1]; gp230 [n=1]; "	"Union of: POG1965; POG1704; POG1705"	NA
